id,zonaId,municipio,name,lat,lng,status,address,priority,size,confidence,coverage,quality,phone,departamento,source_url,source,categoria,NIT,temperatura,gap_nivel,accion_recomendada,source_agents
caribe_entity_018,atlantico_barranquilla,Barranquilla,Depósito y Ferretería La 24,10.973118,-74.811917,ACTIVO,"Carrera 24 #72-72, Barranquilla",Alta,Mediana,81,83.0,Alta,+573023397148,Atlántico,null,A1,Deposito,946819677-4,56.8,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_019,atlantico_barranquilla,Barranquilla,Distribuciones El Arenal,10.959244,-74.814226,ACTIVO,"Calle 65C #9L-41, Barranquilla",Alta,Mediana,86,98.7,Alta,+573218429085,Atlántico,https://mock-ferromap.example/entity/019,A1,Distribuidora,959253291-1,82.5,alta,Priorizar activación comercial.,"[""A1""]"
caribe_entity_020,atlantico_barranquilla,Barranquilla,Depósito de Materiales Buenos Aires,10.954464,-74.805996,ACTIVO,"Calle 54 #10B-14, Barranquilla",Alta,Pequeña,89,100,Alta,+573147494999,Atlántico,https://mock-ferromap.example/entity/020,A3,Deposito,955960190-4,73.1,alta,Priorizar activación comercial.,"[""A2"",""A3""]"
caribe_entity_021,atlantico_barranquilla,Barranquilla,Ferreeléctricos La Arenosa,10.979650,-74.796653,ACTIVO,"Carrera 35 #55-04, Barranquilla",Alta,Pequeña,79,71.5,Media,+573516327322,Atlántico,https://mock-ferromap.example/entity/021,A2,Ferreteria,966133264-3,65.5,media,Fortalecer cobertura comercial.,"[""A1"",""A2"",""A3""]"
caribe_entity_022,atlantico_barranquilla,Barranquilla,Ferretería Mar Azul Barranquilla,11.021674,-74.820623,ACTIVO,"Calle 98 #71-78, Barranquilla",Alta,Pequeña,72,71.1,Media,+573133468134,Atlántico,null,A3,Ferreteria,949849545-1,63.1,media,Fortalecer cobertura comercial.,"[""A3""]"
caribe_entity_023,atlantico_barranquilla,Barranquilla,Ferrecentro El Progreso,10.991459,-74.794054,INACTIVO,"Carrera 47 #58-08, Barranquilla",Alta,Mediana,64,69.4,Media,+573156470450,Atlántico,null,A1,Ferreteria,966657232-7,60.7,media,Verificar reactivación del establecimiento.,"[""A1"",""A3""]"
caribe_entity_024,atlantico_barranquilla,Barranquilla,Ferretería Los Robles,10.959399,-74.794266,ACTIVO,"Avenida Murillo #20-40, Barranquilla",Alta,Pequeña,97,100,Alta,+573227958925,Atlántico,https://mock-ferromap.example/entity/024,A3,Ferreteria,949194246-1,46.0,media,Realizar seguimiento comercial.,"[""A3""]"
caribe_entity_025,atlantico_barranquilla,Barranquilla,Distribuidora Hermanos Rada,11.009939,-74.795747,ACTIVO,"Carrera 70 #75-13, Barranquilla",Alta,Pequeña,93,85.1,Alta,+573241443613,Atlántico,https://mock-ferromap.example/entity/025,A3,Distribuidora,959616266-6,62.7,media,Realizar seguimiento comercial.,"[""A1"",""A2"",""A3""]"
caribe_entity_026,atlantico_barranquilla,Barranquilla,Ferretería Hermanos Marrugo,10.983995,-74.792253,ACTIVO,"Calle 53 #42-33, Barranquilla",Alta,Mediana,99,100,Alta,+573028162109,Atlántico,https://mock-ferromap.example/entity/026,A2,Ferreteria,942607524-1,67.5,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_027,atlantico_barranquilla,Barranquilla,Distribuidora Ferretera La Costa Barranquilla,10.994331,-74.827638,VALIDAR,"Carrera 42B #86-96, Barranquilla",Alta,Grande,46,60.6,Baja,+573107062155,Atlántico,https://mock-ferromap.example/entity/027,A3,Distribuidora,968064498-0,89.7,alta,Validar información y agendar contacto comercial.,"[""A3""]"
caribe_entity_028,atlantico_barranquilla,Barranquilla,Distribuidora El Rosario,10.959179,-74.782346,ACTIVO,"Calle 27B #21B-71, Barranquilla",Alta,Grande,90,90.5,Alta,+573047971224,Atlántico,null,A3,Distribuidora,962088911-3,58.3,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
caribe_entity_029,atlantico_barranquilla,Barranquilla,Ferreeléctricos El Nivel,11.003354,-74.833017,INACTIVO,"Calle 98 #43-61, Barranquilla",Alta,Mediana,56,43.2,Baja,+573163192736,Atlántico,null,A1,Ferreteria,969292394-4,45.5,media,Verificar reactivación del establecimiento.,"[""A1"",""A3""]"
caribe_entity_030,atlantico_barranquilla,Barranquilla,Ferretería y Pinturas Los Alpes,10.962060,-74.803561,ACTIVO,"Calle 56 #16-86, Barranquilla",Alta,Pequeña,84,97.9,Alta,+573044075795,Atlántico,https://mock-ferromap.example/entity/030,A1,Ferreteria,978582494-1,63.9,media,Realizar seguimiento comercial.,"[""A1""]"
caribe_entity_031,atlantico_barranquilla,Barranquilla,Distribuciones Bocas de Ceniza Barranquilla,10.991419,-74.815903,ACTIVO,"Carrera 42 #78B-89, Barranquilla",Alta,Mediana,71,72.8,Media,+573045792806,Atlántico,null,A2,Distribuidora,954758450-6,66.4,media,Fortalecer cobertura comercial.,"[""A2""]"
caribe_entity_032,atlantico_barranquilla,Barranquilla,Ferretería La Costa,10.954493,-74.787697,ACTIVO,"Calle 31 #17-06, Barranquilla",Alta,Pequeña,99,100,Alta,+573243514353,Atlántico,https://mock-ferromap.example/entity/032,A1,Ferreteria,961661754-7,58.0,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
caribe_entity_033,atlantico_barranquilla,Barranquilla,Ferrecentro La 75,10.997744,-74.808221,ACTIVO,"Calle 75 #48-25, Barranquilla",Alta,Pequeña,93,99.0,Alta,+573004068637,Atlántico,https://mock-ferromap.example/entity/033,A3,Ferreteria,940226446-2,68.2,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
caribe_entity_034,atlantico_barranquilla,Barranquilla,Ferrecentro La 31,10.977674,-74.799373,ACTIVO,"Carrera 31 #57-13, Barranquilla",Alta,Pequeña,78,85.7,Alta,+573056372320,Atlántico,https://mock-ferromap.example/entity/034,A1,Ferreteria,950616924-1,59.0,media,Realizar seguimiento comercial.,"[""A1""]"
caribe_entity_035,atlantico_barranquilla,Barranquilla,Materiales La Costa,10.951624,-74.813745,ACTIVO,"Calle 60 #8A-80, Barranquilla",Alta,Mediana,67,75.3,Media,+573186100790,Atlántico,https://mock-ferromap.example/entity/035,A1,Deposito,976647699-6,61.3,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_036,atlantico_barranquilla,Barranquilla,Ferretería y Pinturas El Prado Barranquilla,11.009221,-74.796235,ACTIVO,"Carrera 68 #75-54, Barranquilla",Alta,Pequeña,81,85.6,Alta,+573132975897,Atlántico,https://mock-ferromap.example/entity/036,A1,Ferreteria,963262235-1,59.3,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
caribe_entity_037,atlantico_barranquilla,Barranquilla,Ferretería y Pinturas Del Atlántico,10.987424,-74.805219,ACTIVO,"Carrera 41 #69E-68, Barranquilla",Alta,Pequeña,90,93.9,Alta,+573236267804,Atlántico,https://mock-ferromap.example/entity/037,A3,Ferreteria,953690595-7,88.5,alta,Priorizar activación comercial.,"[""A3""]"
caribe_entity_038,atlantico_barranquilla,Barranquilla,Ferretería Santa Lucía,10.984537,-74.792421,ACTIVO,"Calle 54 #43-06, Barranquilla",Alta,Pequeña,79,79.8,Media,+573019782960,Atlántico,https://mock-ferromap.example/entity/038,A2,Ferreteria,960392287-0,46.9,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
caribe_entity_039,atlantico_barranquilla,Barranquilla,Ferrecentro Hermanos Pacheco Barranquilla,11.019130,-74.819620,ACTIVO,"Carrera 64C #96-78, Barranquilla",Alta,Pequeña,83,97.3,Alta,+573130527948,Atlántico,https://mock-ferromap.example/entity/039,A1,Ferreteria,955461913-1,51.1,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_040,atlantico_barranquilla,Barranquilla,Depósito Hermanos Julio,10.996957,-74.806754,ACTIVO,"Calle 74 #48-54, Barranquilla",Alta,Pequeña,85,91.7,Alta,+573025593002,Atlántico,https://mock-ferromap.example/entity/040,A3,Deposito,966599122-6,84.4,alta,Priorizar activación comercial.,"[""A1"",""A3""]"
caribe_entity_041,atlantico_barranquilla,Barranquilla,Ferretería La Estrella,10.974908,-74.798329,INACTIVO,"Carrera 26 #55-96, Barranquilla",Alta,Mediana,64,59.1,Media,+573103173548,Atlántico,null,A1,Ferreteria,940140496-1,47.3,media,Verificar reactivación del establecimiento.,"[""A1"",""A2""]"
caribe_entity_042,atlantico_barranquilla,Barranquilla,Distribuidora Ferretera La Ceiba,10.958937,-74.807417,ACTIVO,"Carrera 13 #60-35, Barranquilla",Alta,Grande,82,92.9,Alta,+573136364031,Atlántico,https://mock-ferromap.example/entity/042,A3,Distribuidora,943296188-7,96.9,alta,Evaluar potencial de expansión.,"[""A2"",""A3""]"
caribe_entity_043,atlantico_barranquilla,Barranquilla,Distribuidora Ferretera Hermanos Doria,10.971327,-74.816574,ACTIVO,"Carrera 22C #74B-34, Barranquilla",Alta,Mediana,62,49.8,Baja,+573180824300,Atlántico,null,A3,Distribuidora,979611227-9,62.8,media,Fortalecer cobertura comercial.,"[""A3""]"
caribe_entity_044,atlantico_barranquilla,Barranquilla,Materiales La 40,10.979544,-74.779616,ACTIVO,"Carrera 40 #35-56, Barranquilla",Alta,Grande,68,71.1,Media,+573152359209,Atlántico,null,A1,Deposito,971868753-6,65.0,media,Fortalecer cobertura comercial.,"[""A1"",""A2""]"
caribe_entity_045,atlantico_barranquilla,Barranquilla,Depósito de Materiales La Costa Barranquilla,10.960827,-74.799232,ACTIVO,"Avenida de La Cordialidad #18-05, Barranquilla",Alta,Mediana,88,89.7,Alta,+573195054648,Atlántico,https://mock-ferromap.example/entity/045,A2,Deposito,956771690-8,98,alta,Priorizar activación comercial.,"[""A1"",""A2""]"
caribe_entity_046,atlantico_barranquilla,Barranquilla,Ferretería y Pinturas Bocas de Ceniza,11.003437,-74.795643,ACTIVO,"Calle 72 #61B-75, Barranquilla",Alta,Mediana,89,84.4,Alta,+573225761628,Atlántico,null,A2,Ferreteria,967492979-3,93.1,alta,Priorizar activación comercial.,"[""A2"",""A3""]"
caribe_entity_047,atlantico_barranquilla,Barranquilla,Materiales Hermanos Marrugo,11.001274,-74.798655,ACTIVO,"Calle 72 #58-20, Barranquilla",Alta,Pequeña,81,76.0,Media,+573174035518,Atlántico,https://mock-ferromap.example/entity/047,A2,Deposito,971308810-6,80.8,alta,Priorizar activación comercial.,"[""A2"",""A3""]"
caribe_entity_048,atlantico_barranquilla,Barranquilla,Materiales Bocas de Ceniza,10.968438,-74.779105,INACTIVO,"Carrera 30 #28-71, Barranquilla",Alta,Mediana,51,42.4,Baja,+573002807119,Atlántico,null,A3,Deposito,951403146-7,53.1,media,Verificar reactivación del establecimiento.,"[""A1"",""A2"",""A3""]"
caribe_entity_049,atlantico_barranquilla,Barranquilla,Comercializadora El Prado,11.004698,-74.822148,VALIDAR,"Carrera 49C #87-58, Barranquilla",Alta,Mediana,56,59.6,Baja,+573112513742,Atlántico,https://mock-ferromap.example/entity/049,A3,Distribuidora,950867319-1,86.2,alta,Validar información y agendar contacto comercial.,"[""A3""]"
caribe_entity_050,atlantico_barranquilla,Barranquilla,Ferrecentro La Roca,10.971185,-74.814355,ACTIVO,"Carrera 22D #73-76, Barranquilla",Alta,Mediana,78,76.7,Media,+573207013692,Atlántico,https://mock-ferromap.example/entity/050,A3,Ferreteria,958057028-7,64.2,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
caribe_entity_051,atlantico_barranquilla,Barranquilla,Ferretería El Paisa,10.962707,-74.782872,ACTIVO,"Carrera 24 #29-97, Barranquilla",Alta,Pequeña,87,96.4,Alta,+573159830034,Atlántico,https://mock-ferromap.example/entity/051,A2,Ferreteria,979320411-9,42.6,media,Realizar seguimiento comercial.,"[""A1"",""A2"",""A3""]"
caribe_entity_052,atlantico_barranquilla,Barranquilla,Ferretería Hermanos Villalobos,10.966203,-74.791359,ACTIVO,"Avenida Murillo #23B-91, Barranquilla",Alta,Pequeña,81,90.1,Alta,+573113678485,Atlántico,https://mock-ferromap.example/entity/052,A3,Ferreteria,943525041-7,58.2,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
caribe_entity_053,atlantico_barranquilla,Barranquilla,Ferretería El Constructor,11.003878,-74.800836,INACTIVO,"Calle 75 #58-88, Barranquilla",Alta,Pequeña,68,53.5,Media,+573124499617,Atlántico,null,A3,Ferreteria,970444639-0,26.5,baja,Validar estado operativo del establecimiento.,"[""A2"",""A3""]"
caribe_entity_054,atlantico_barranquilla,Barranquilla,Ferretería El Bosque,10.985248,-74.803494,INACTIVO,"Calle 68 #39B-74, Barranquilla",Alta,Pequeña,71,68.0,Media,+573166959381,Atlántico,null,A2,Ferreteria,958943045-3,56.1,media,Verificar reactivación del establecimiento.,"[""A2""]"
caribe_entity_055,atlantico_barranquilla,Barranquilla,Ferretería Los Cocos,10.970483,-74.812912,ACTIVO,"Carrera 22C #72B-03, Barranquilla",Alta,Pequeña,94,94.4,Alta,+573132226762,Atlántico,https://mock-ferromap.example/entity/055,A3,Ferreteria,964471699-5,58.5,media,Realizar seguimiento comercial.,"[""A3""]"
caribe_entity_056,atlantico_barranquilla,Barranquilla,Ferretería y Pinturas El Cañaguate,10.989300,-74.792447,ACTIVO,"Avenida Carrera 46 #56-57, Barranquilla",Alta,Mediana,87,90.0,Alta,+573056646482,Atlántico,https://mock-ferromap.example/entity/056,A3,Ferreteria,942681777-2,70.8,alta,Priorizar activación comercial.,"[""A1"",""A3""]"
caribe_entity_057,atlantico_barranquilla,Barranquilla,Ferreeléctricos El Prado,11.002701,-74.824582,ACTIVO,"Calle 90 #45B-19, Barranquilla",Alta,Pequeña,88,97.1,Alta,+573173184438,Atlántico,https://mock-ferromap.example/entity/057,A3,Ferreteria,949649438-1,57.4,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
caribe_entity_058,atlantico_barranquilla,Barranquilla,Ferretería Divino Niño,10.960861,-74.804204,INACTIVO,"Calle 56 #15-69, Barranquilla",Alta,Mediana,77,75,Media,+573112195591,Atlántico,https://mock-ferromap.example/entity/058,A3,Ferreteria,967444823-9,57.7,media,Verificar reactivación del establecimiento.,"[""A3""]"
caribe_entity_059,atlantico_barranquilla,Barranquilla,Ferretería Hermanos Pertuz,10.966925,-74.824167,INACTIVO,"Diagonal 77 #14-96, Barranquilla",Alta,Pequeña,78,75,Media,+573124515147,Atlántico,https://mock-ferromap.example/entity/059,A3,Ferreteria,954333849-6,53.9,media,Verificar reactivación del establecimiento.,"[""A1"",""A2"",""A3""]"
caribe_entity_060,atlantico_barranquilla,Barranquilla,Depósito y Ferretería Caribe,11.020623,-74.822565,ACTIVO,"Calle 99 #65-32, Barranquilla",Alta,Pequeña,80,76.7,Media,+573180446238,Atlántico,https://mock-ferromap.example/entity/060,A2,Deposito,952968586-2,55.5,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_061,atlantico_barranquilla,Barranquilla,Ferretería Hermanos Julio,10.977948,-74.839583,VALIDAR,"Calle 116 #31-69, Barranquilla",Alta,Pequeña,55,70.3,Media,+573503680983,Atlántico,https://mock-ferromap.example/entity/061,A2,Ferreteria,966084808-9,87.7,alta,Validar información y agendar contacto comercial.,"[""A2""]"
caribe_entity_062,atlantico_barranquilla,Barranquilla,Depósito Los Almendros,10.999855,-74.789119,ACTIVO,"Calle 58 #66-21, Barranquilla",Alta,Mediana,85,92.4,Alta,+573108189503,Atlántico,https://mock-ferromap.example/entity/062,A2,Deposito,945638924-8,79.7,alta,Priorizar activación comercial.,"[""A2""]"
caribe_entity_063,atlantico_barranquilla,Barranquilla,Materiales La Arenosa,10.988882,-74.780559,ACTIVO,"Carrera 50 #40-59, Barranquilla",Alta,Pequeña,66,66.8,Media,+573194977482,Atlántico,null,A1,Deposito,940567880-9,71.7,alta,Priorizar activación comercial.,"[""A1"",""A2""]"
caribe_entity_064,atlantico_barranquilla,Barranquilla,Ferreeléctricos El Pelícano,11.022387,-74.819946,INACTIVO,"Calle 98 #71-33, Barranquilla",Alta,Pequeña,56,66.4,Media,+573177300090,Atlántico,https://mock-ferromap.example/entity/064,A1,Ferreteria,951572603-5,38.3,baja,Validar estado operativo del establecimiento.,"[""A1"",""A3""]"
caribe_entity_065,atlantico_barranquilla,Barranquilla,Ferretería El Refugio,10.999978,-74.809231,VALIDAR,"Carrera 49C #76-70, Barranquilla",Alta,Mediana,48,44.5,Baja,+573044166881,Atlántico,null,A3,Ferreteria,942334728-4,75.9,alta,Validar información y agendar contacto comercial.,"[""A3""]"
caribe_entity_066,atlantico_barranquilla,Barranquilla,Ferretería y Pinturas Rodríguez y Cía,10.966937,-74.801751,ACTIVO,"Calle 57 #20B-30, Barranquilla",Alta,Mediana,65,62.0,Media,+573165493248,Atlántico,null,A3,Ferreteria,971094858-8,81.4,alta,Priorizar activación comercial.,"[""A1"",""A3""]"
caribe_entity_067,atlantico_barranquilla,Barranquilla,Depósito y Ferretería Hermanos Villalobos,10.982586,-74.776535,VALIDAR,"Carrera 44 #32-62, Barranquilla",Alta,Pequeña,60,68.6,Media,+573132606457,Atlántico,https://mock-ferromap.example/entity/067,A1,Deposito,976904935-2,65.9,media,Validar información del establecimiento.,"[""A1"",""A3""]"
caribe_entity_068,atlantico_barranquilla,Barranquilla,Ferretería El Nivel,10.984987,-74.805480,INACTIVO,"Carrera 39 #69C-31, Barranquilla",Alta,Pequeña,76,72.1,Media,+573172227082,Atlántico,null,A1,Ferreteria,968706436-0,45.8,media,Verificar reactivación del establecimiento.,"[""A1""]"
caribe_entity_069,atlantico_barranquilla,Barranquilla,Depósito de Materiales Los Cocos Barranquilla,10.963298,-74.805659,ACTIVO,"Calle 61 #16-43, Barranquilla",Alta,Pequeña,78,78.3,Media,+573127270682,Atlántico,https://mock-ferromap.example/entity/069,A3,Deposito,974048117-4,60.4,media,Realizar seguimiento comercial.,"[""A3""]"
caribe_entity_070,atlantico_barranquilla,Barranquilla,Materiales Santa Lucía Barranquilla,10.990390,-74.806903,ACTIVO,"Carrera 41C #71-66, Barranquilla",Alta,Mediana,82,74.2,Media,+573139312910,Atlántico,https://mock-ferromap.example/entity/070,A1,Deposito,943233906-9,85.3,alta,Priorizar activación comercial.,"[""A1""]"
caribe_entity_071,atlantico_barranquilla,Barranquilla,Ferretería La Candelaria,10.971390,-74.774523,ACTIVO,"Avenida Calle 17 #33B-35, Barranquilla",Alta,Pequeña,88,78.8,Alta,+573129609239,Atlántico,https://mock-ferromap.example/entity/071,A1,Ferreteria,963179206-3,61.5,media,Realizar seguimiento comercial.,"[""A1""]"
caribe_entity_072,atlantico_barranquilla,Barranquilla,Ferretería La 63,10.964291,-74.805729,ACTIVO,"Calle 63 #16-84, Barranquilla",Alta,Pequeña,71,64.3,Media,+573125005072,Atlántico,null,A3,Ferreteria,954020933-3,38.6,baja,Mantener seguimiento.,"[""A2"",""A3""]"
caribe_entity_073,atlantico_barranquilla,Barranquilla,Ferreeléctricos La 51B,11.010233,-74.826622,VALIDAR,"Carrera 51B #96-42, Barranquilla",Alta,Pequeña,44,47.7,Baja,+573051518727,Atlántico,null,A3,Ferreteria,967191576-7,79.3,alta,Validar información y agendar contacto comercial.,"[""A3""]"
caribe_entity_074,atlantico_barranquilla,Barranquilla,Ferretería Caribe,10.950940,-74.816802,ACTIVO,"Calle 72 #7B-33, Barranquilla",Alta,Pequeña,85,80.9,Alta,+573200260300,Atlántico,https://mock-ferromap.example/entity/074,A1,Ferreteria,977790640-7,60.6,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_075,atlantico_barranquilla,Barranquilla,Materiales Santa Lucía,11.014819,-74.817195,INACTIVO,"Carrera 59B #90-39, Barranquilla",Alta,Mediana,74,73.8,Media,+573515277555,Atlántico,https://mock-ferromap.example/entity/075,A2,Deposito,940884302-2,61.7,media,Verificar reactivación del establecimiento.,"[""A2"",""A3""]"
caribe_entity_076,atlantico_barranquilla,Barranquilla,Ferrecentro Hermanos De la Hoz,10.970210,-74.778818,ACTIVO,"Calle 28 #32-07, Barranquilla",Alta,Mediana,77,80.0,Media,+573185213986,Atlántico,https://mock-ferromap.example/entity/076,A2,Ferreteria,971531904-4,67.9,media,Realizar seguimiento comercial.,"[""A2""]"
caribe_entity_077,atlantico_barranquilla,Barranquilla,Comercializadora La 41 Barranquilla,10.988695,-74.807064,VALIDAR,"Carrera 41 #70B-61, Barranquilla",Alta,Grande,64,62.3,Media,+573194552661,Atlántico,null,A1,Distribuidora,952870586-1,64.3,media,Validar información del establecimiento.,"[""A1""]"
caribe_entity_078,atlantico_barranquilla,Barranquilla,Distribuciones Don Chepe,11.006952,-74.817309,ACTIVO,"Carrera 52 #84-33, Barranquilla",Alta,Mediana,76,79.8,Media,+573200854618,Atlántico,null,A1,Distribuidora,945820108-3,87.5,alta,Priorizar activación comercial.,"[""A1""]"
caribe_entity_079,atlantico_barranquilla,Barranquilla,Ferretería y Pinturas San Pedro,11.011863,-74.794233,ACTIVO,"Carrera 73 #75-04, Barranquilla",Alta,Pequeña,79,98.0,Alta,+573029531967,Atlántico,https://mock-ferromap.example/entity/079,A1,Ferreteria,956650442-9,78.2,alta,Priorizar activación comercial.,"[""A1"",""A2""]"
caribe_entity_080,atlantico_barranquilla,Barranquilla,Depósito Don Chepe Barranquilla,11.020031,-74.797474,INACTIVO,"Calle 78 #55-08, Barranquilla",Alta,Grande,74,73.0,Media,+573229577562,Atlántico,https://mock-ferromap.example/entity/080,A2,Deposito,953400242-1,56.1,media,Verificar reactivación del establecimiento.,"[""A2"",""A3""]"
caribe_entity_081,atlantico_barranquilla,Barranquilla,Depósito y Ferretería La 84,10.975650,-74.826876,INACTIVO,"Calle 84 #25A-48, Barranquilla",Alta,Mediana,61,70.0,Media,+573510061674,Atlántico,https://mock-ferromap.example/entity/081,A2,Deposito,953795958-9,42.5,media,Verificar reactivación del establecimiento.,"[""A2"",""A3""]"
