id,zonaId,municipio,name,lat,lng,status,address,priority,size,confidence,coverage,quality,phone,departamento,source_url,source,categoria,NIT,temperatura,gap_nivel,accion_recomendada,source_agents
choco_entity_043,choco_quibdo,Quibdó,Ferretería Industrial La Esperanza Quibdó,5.676917,-76.664037,INACTIVO,"Transversal 8 #9-54, Quibdó",Alta,Pequeña,82.1,78.9,Media,+573164067427,Chocó,null,A2,Ferreteria,901638924-8,55.9,media,Evaluar reactivación del punto comercial.,"[""A2""]"
choco_entity_044,choco_quibdo,Quibdó,Depósito de Materiales El Martillo,5.702288,-76.674698,VALIDAR,"Avenida 32 #25-47, Quibdó",Alta,Grande,35.4,30.2,Baja,+573510868206,Chocó,null,A2,Deposito,901179462-7,46.9,media,Verificar información del punto.,"[""A2""]"
choco_entity_045,choco_quibdo,Quibdó,Ferretería y Pinturas La Bendición Quibdó,5.693042,-76.64907,VALIDAR,"Carrera 8 #6-44, Barrio Cristo Rey, Quibdó",Alta,Pequeña,75.3,70.6,Media,+573213150091,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/045,A3,Ferreteria,901261270-1,74.3,alta,Verificar información del punto.,"[""A3""]"
choco_entity_046,choco_quibdo,Quibdó,Depósito Mar y Río,5.682887,-76.643723,VALIDAR,"Transversal 22 #14-19, Quibdó",Alta,Grande,83.6,63.2,Media,+573056909904,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/046,A1,Deposito,901531269-0,34.7,baja,Verificar información del punto.,"[""A1"",""A2""]"
choco_entity_047,choco_quibdo,Quibdó,Ferre-Eléctricos Los Robles Quibdó,5.699673,-76.659659,ACTIVO,"Calle 7 #7-28, Quibdó",Alta,Pequeña,65.4,70.4,Media,+573237204156,Chocó,null,A3,Ferreteria,900216831-7,67.6,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
choco_entity_048,choco_quibdo,Quibdó,Ferretería Industrial La Económica Quibdó,5.697627,-76.652417,VALIDAR,"Carrera 16 #17-3, Quibdó",Alta,Mediana,71.5,61.2,Media,+573159788941,Chocó,null,A3,Ferreteria,900257494-3,84.2,alta,Realizar validación del establecimiento.,"[""A2"",""A3""]"
choco_entity_049,choco_quibdo,Quibdó,Distribuciones San Pacho,5.695785,-76.647928,ACTIVO,"Transversal 13 #16-60, Quibdó",Alta,Pequeña,98.1,97.1,Alta,+573051175377,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/049,A3,Distribuidora,901602036-7,76.0,alta,Priorizar activación comercial.,"[""A2"",""A3""]"
choco_entity_050,choco_quibdo,Quibdó,Comercializadora El Progreso,5.68874,-76.662055,ACTIVO,"Carrera 2 #23-2, Quibdó",Alta,Mediana,70.8,61.4,Media,+573513359593,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/050,A1,Distribuidora,901310024-5,76.2,alta,Priorizar activación comercial.,"[""A1""]"
choco_entity_051,choco_quibdo,Quibdó,Ferretería Industrial La Estrella Quibdó,5.704085,-76.658057,ACTIVO,"Calle 31 #6-48, Quibdó",Alta,Pequeña,98.6,89.3,Alta,+573511428919,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/051,A3,Ferreteria,901709880-8,84.4,alta,Priorizar visita comercial.,"[""A3""]"
choco_entity_052,choco_quibdo,Quibdó,Depósito de Materiales El Arquitecto,5.686768,-76.649731,ACTIVO,"Calle 29 #5-10, Barrio Zona Minera, Quibdó",Alta,Mediana,92.1,90.7,Alta,+573149248155,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/052,A3,Deposito,900781382-3,74.3,alta,Priorizar visita comercial.,"[""A3""]"
choco_entity_053,choco_quibdo,Quibdó,Comercializadora San Martín Quibdó,5.707903,-76.662327,VALIDAR,"Transversal 21 #4-42, Quibdó",Alta,Pequeña,82.4,63.4,Media,+573014602554,Chocó,null,A2,Distribuidora,900511988-9,41.8,media,Verificar información del punto.,"[""A1"",""A2"",""A3""]"
choco_entity_054,choco_quibdo,Quibdó,Distribuidora Perea,5.682268,-76.65952,VALIDAR,"Transversal 19 #30-4, Quibdó",Alta,Pequeña,46.5,36.0,Baja,+573005612347,Chocó,null,A2,Distribuidora,900199499-0,66.4,media,Realizar validación del establecimiento.,"[""A2""]"
choco_entity_055,choco_quibdo,Quibdó,Depósito El Porvenir Quibdó,5.693357,-76.660998,ACTIVO,"Avenida 25 #14-56, Barrio Kennedy, Quibdó",Alta,Pequeña,85.9,88.3,Alta,+573054245750,Chocó,null,A1,Deposito,901106039-1,81.3,alta,Priorizar activación comercial.,"[""A1"",""A2"",""A3""]"
choco_entity_056,choco_quibdo,Quibdó,Ferre-Eléctricos El Baudó,5.707356,-76.667598,ACTIVO,"Transversal 19 #28-39, Quibdó",Alta,Pequeña,92.2,99.1,Alta,+573227547370,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/056,A1,Ferreteria,901105526-2,79.4,alta,Priorizar visita comercial.,"[""A1"",""A2""]"
choco_entity_057,choco_quibdo,Quibdó,Ferretería Perea,5.706057,-76.669783,ACTIVO,"Carrera 8 #18-18, Quibdó",Alta,Mediana,87.2,99.4,Alta,+573107748487,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/057,A1,Ferreteria,901871484-6,45.5,media,Fortalecer cobertura comercial.,"[""A1"",""A2""]"
choco_entity_058,choco_quibdo,Quibdó,Distribuciones El Martillo Quibdó,5.68761,-76.652582,ACTIVO,"Carrera 2 #15-54, Barrio Roma, Quibdó",Alta,Grande,78.9,82.0,Media,+573126926261,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/058,A2,Distribuidora,901769599-9,75.7,alta,Priorizar activación comercial.,"[""A1"",""A2""]"
choco_entity_059,choco_quibdo,Quibdó,Distribuciones La Primavera,5.704868,-76.650523,VALIDAR,"Avenida 20 #17-23, Quibdó",Alta,Pequeña,33.3,47.0,Baja,+573172502787,Chocó,null,A3,Distribuidora,901852736-6,21.3,baja,Realizar validación del establecimiento.,"[""A1"",""A3""]"
choco_entity_060,choco_quibdo,Quibdó,Ferretería Los Hermanos Quibdó,5.69781,-76.657011,ACTIVO,"Avenida 1 #3-4, Quibdó",Alta,Grande,60.6,73.3,Media,+573247450320,Chocó,null,A3,Ferreteria,901229801-6,46.9,media,Fortalecer cobertura comercial.,"[""A1"",""A2"",""A3""]"
choco_entity_061,choco_quibdo,Quibdó,Depósito El Maestro,5.696074,-76.653092,VALIDAR,"Transversal 31 #7-39, Quibdó",Alta,Grande,41.1,30.1,Baja,+573511586933,Chocó,null,A3,Deposito,900588440-6,61.8,media,Verificar información del punto.,"[""A2"",""A3""]"
choco_entity_062,choco_quibdo,Quibdó,Distribuciones Los Hermanos,5.693113,-76.655788,ACTIVO,"Carrera 30 #16-54, Quibdó",Alta,Grande,93.8,94.6,Alta,+573167259391,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/062,A1,Distribuidora,901825610-2,67.3,media,Realizar seguimiento comercial.,"[""A1"",""A2"",""A3""]"
choco_entity_063,choco_quibdo,Quibdó,Ferretería Industrial La Frontera,5.69986,-76.658292,ACTIVO,"Carrera 27 #28-28, Quibdó",Alta,Pequeña,92.0,99.3,Alta,+573126762811,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/063,A2,Ferreteria,900392357-1,75.5,alta,Priorizar visita comercial.,"[""A2""]"
choco_entity_064,choco_quibdo,Quibdó,Ferre-Eléctricos La Victoria,5.701583,-76.653177,ACTIVO,"Avenida 12 #7-9, Quibdó",Alta,Mediana,98.7,95.8,Alta,+573052408595,Chocó,null,A3,Ferreteria,900658955-8,58.9,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
choco_entity_065,choco_quibdo,Quibdó,Materiales San Martín,5.712814,-76.655358,ACTIVO,"Carrera 31 #3-19, Quibdó",Alta,Pequeña,87.8,95.2,Alta,+573248085812,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/065,A3,Deposito,900331466-3,63.6,media,Fortalecer cobertura comercial.,"[""A3""]"
choco_entity_066,choco_quibdo,Quibdó,Materiales Perea,5.690848,-76.661673,VALIDAR,"Carrera 20 #30-3, Barrio Centro, Quibdó",Alta,Pequeña,52.2,39.6,Baja,+573154449751,Chocó,null,A3,Deposito,900425976-2,61.8,media,Verificar información del punto.,"[""A3""]"
choco_entity_067,choco_quibdo,Quibdó,Ferretería y Pinturas El Obrero,5.694582,-76.649936,ACTIVO,"Avenida 30 #18-41, Quibdó",Alta,Mediana,76.9,66.4,Media,+573204612823,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/067,A1,Ferreteria,900934751-6,74.3,alta,Priorizar activación comercial.,"[""A1"",""A3""]"
choco_entity_068,choco_quibdo,Quibdó,Comercializadora Chocó Construye,5.691668,-76.654807,VALIDAR,"Transversal 8 #28-26, Barrio Centro, Quibdó",Alta,Pequeña,64.7,61.9,Media,+573117002710,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/068,A3,Distribuidora,900831365-3,47.8,media,Realizar validación del establecimiento.,"[""A2"",""A3""]"
choco_entity_069,choco_quibdo,Quibdó,Ferre-Eléctricos La Garza,5.684575,-76.656092,ACTIVO,"Carrera 26 #15-30, Barrio Jardín, Quibdó",Alta,Mediana,38.0,35.5,Baja,+573226444906,Chocó,null,A2,Ferreteria,901499808-4,84.2,alta,Priorizar activación comercial.,"[""A2""]"
choco_entity_070,choco_quibdo,Quibdó,Depósito de Materiales El Sol,5.698289,-76.65614,VALIDAR,"Avenida 12 #1-22, Barrio Cristo Rey, Quibdó",Alta,Mediana,53.5,35.3,Baja,+573205937571,Chocó,null,A3,Deposito,901020704-0,60.6,media,Realizar validación del establecimiento.,"[""A1"",""A3""]"
choco_entity_071,choco_quibdo,Quibdó,Ferretería y Pinturas El Tornillo Feliz Quibdó,5.690816,-76.652369,ACTIVO,"Transversal 26 #26-10, Quibdó",Alta,Mediana,82.1,76.2,Media,+573208758025,Chocó,null,A1,Ferreteria,900963679-7,44.1,media,Fortalecer cobertura comercial.,"[""A1""]"
choco_entity_072,choco_quibdo,Quibdó,Ferre-Eléctricos Construyamos,5.697242,-76.663026,ACTIVO,"Transversal 19 #24-15, Quibdó",Alta,Mediana,83.4,75.3,Media,+573517035945,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/072,A2,Ferreteria,901780788-9,99.5,alta,Priorizar activación comercial.,"[""A2""]"
choco_entity_073,choco_quibdo,Quibdó,Ferretería La Bendición,5.689707,-76.6592,ACTIVO,"Calle 22 #12-38, Quibdó",Alta,Pequeña,76.1,70.0,Media,+573055277126,Chocó,null,A2,Ferreteria,900725174-1,59.5,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
choco_entity_074,choco_quibdo,Quibdó,Materiales Cuesta,5.692668,-76.658868,VALIDAR,"Avenida 7 #18-16, Quibdó",Alta,Mediana,69.0,76.1,Media,+573511475161,Chocó,null,A3,Deposito,901160244-4,52.2,media,Verificar información del punto.,"[""A3""]"
choco_entity_075,choco_quibdo,Quibdó,Ferre-Eléctricos Los Andes,5.703786,-76.66888,ACTIVO,"Calle 23 #25-60, Quibdó",Alta,Pequeña,67.1,70.0,Media,+573182352509,Chocó,null,A1,Ferreteria,901235453-0,68.9,media,Fortalecer cobertura comercial.,"[""A1"",""A2""]"
choco_entity_076,choco_quibdo,Quibdó,Ferretería Punta Brava,5.694099,-76.649667,ACTIVO,"Transversal 6 #15-34, Barrio Niño Jesús, Quibdó",Alta,Mediana,88.0,89.6,Alta,+573102674371,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/076,A2,Ferreteria,900454445-7,99.5,alta,Priorizar visita comercial.,"[""A2""]"
choco_entity_077,choco_quibdo,Quibdó,Depósito La Selva,5.702413,-76.6448,VALIDAR,"Calle 4 #29-15, Quibdó",Alta,Pequeña,84.6,68.6,Media,+573207739039,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/077,A3,Deposito,900393114-1,71.5,alta,Verificar información del punto.,"[""A3""]"
choco_entity_078,choco_quibdo,Quibdó,Ferre-Eléctricos San José Quibdó,5.679372,-76.661499,ACTIVO,"Calle 9 #28-24, Quibdó",Alta,Pequeña,63.7,73.1,Media,+573008897487,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/078,A1,Ferreteria,901534836-0,67.0,media,Fortalecer cobertura comercial.,"[""A1"",""A3""]"
choco_entity_079,choco_quibdo,Quibdó,Ferretería Industrial El Sol,5.691628,-76.652657,ACTIVO,"Carrera 4 #15-53, Quibdó",Alta,Pequeña,30.3,47.9,Baja,+573248633756,Chocó,null,A3,Ferreteria,901545824-1,51.7,media,Fortalecer cobertura comercial.,"[""A3""]"
choco_entity_080,choco_quibdo,Quibdó,Depósito de Materiales La Frontera,5.704508,-76.671406,ACTIVO,"Calle 32 #26-18, Quibdó",Alta,Grande,63.0,72.5,Media,+573500460396,Chocó,null,A3,Deposito,900587917-2,70.4,alta,Priorizar visita comercial.,"[""A1"",""A3""]"
